boat_id,year,lon,lat,event,value
Dummy7,2017,-98.5,-3.5,DEL,408673.4
Dummy7,2017,-98.5,-1.5,DPL,2174743.71
Dummy7,2017,-97.5,-1.5,DPL,32849937.37
Dummy7,2017,-97.5,1.5,NOA,447825.6
Dummy7,2017,-96.5,-6.5,OFS,334360.66
Dummy7,2017,-95.5,0.5,NOA,652258.75
Dummy7,2017,-95.5,8.5,DEL,449540.74
Dummy7,2017,-94.5,-4.5,OFS,4122714.96
Dummy7,2017,-94.5,9.5,DEL,112574.7
Dummy7,2017,-93.5,9.5,DEL,69500.19
Dummy7,2017,-92.5,-0.5,OFS,2378123.73
Dummy7,2017,-92.5,5.5,OFS,41113.81
Dummy7,2017,-91.5,-1.5,DPL,2759237.86
Dummy7,2017,-88.5,-0.5,DPL,14336708.67
Dummy7,2017,-87.5,-4.5,DPL,8473796.99
Dummy7,2017,-87.5,-4.5,OFS,239291.67
Dummy7,2017,-86.5,-9.5,OFS,873837.42
Dummy7,2017,-86.5,-0.5,DPL,3839445.16
Dummy7,2017,-86.5,9.5,DEL,213891.93
Dummy7,2017,-85.5,-13.5,DPL,3980009.33
Dummy7,2017,-85.5,-11.5,OFS,218003.88
Dummy7,2017,-85.5,-8.5,DEL,72667.96
Dummy7,2017,-85.5,-2.5,DPL,996372.84
Dummy7,2017,-85.5,7.5,DEL,641675.79
Dummy7,2017,-84.5,1.5,DEL,139000.38
Dummy7,2017,-84.5,4.5,DEL,186305.34
Dummy7,2017,-83.5,4.5,DEL,1744031.04
Dummy7,2017,-82.5,-3.5,DPL,3878847.5
Dummy7,2017,-80.5,-9.5,NOA,461930.31
Dummy7,2017,-80.5,-8.5,DPL,4241353.93
Dummy7,2017,-79.5,-18.5,OFS,1747790.32
Dummy7,2017,-78.5,-17.5,OFS,1292811.96
Dummy7,2017,-78.5,-15.5,OFS,3417977.36
Dummy7,2017,-77.5,-14.5,NOA,1305746.4
Dummy7,2017,-72.5,-18.5,NOA,1109884.44
Dummy8,2017,-149.5,-5.5,NOA,569420.54
Dummy8,2017,-146.5,-0.5,DPL,12543.44
Dummy8,2017,-145.5,-9.5,OFS,1482982.34
Dummy8,2017,-144.5,-7.5,OFS,1039546.68
Dummy8,2017,-140.5,-3.5,NOA,2480424.94
Dummy8,2017,-139.5,10.5,DEL,510841.75
Dummy8,2017,-138.5,8.5,DEL,930703.9
Dummy8,2017,-136.5,5.5,DEL,949835.93
Dummy8,2017,-133.5,10.5,DEL,408673.4
Dummy8,2017,-131.5,3.5,OFS,302453.01
Dummy8,2017,-129.5,-1.5,DPL,13723536.59
Dummy8,2017,-129.5,7.5,DEL,112574.7
Dummy8,2017,-128.5,-8.5,OFS,158083.52
Dummy8,2017,-128.5,4.5,OFS,1177146.25
Dummy8,2017,-124.5,-0.5,DPL,3791103.93
Dummy8,2017,-124.5,10.5,DEL,1058202.18
Dummy8,2017,-124.5,12.5,DEL,824337.74
Dummy8,2017,-123.5,10.5,DEL,278000.76
Dummy8,2017,-121.5,0.5,DPL,159217.91
Dummy8,2017,-121.5,4.5,OFS,1479956.9
Dummy8,2017,-120.5,-6.5,OFS,309541.59
Dummy8,2017,-118.5,-0.5,DPL,3791103.93
Dummy8,2017,-117.5,19.5,DEL,633443.77
Dummy8,2017,-117.5,20.5,DEL,285065.99
Dummy8,2017,-116.5,6.5,OFS,1106377.77
Dummy8,2017,-116.5,19.5,DEL,398873.1
Dummy8,2017,-114.5,14.5,DEL,277224.95
Dummy8,2017,-114.5,18.5,DEL,1116844.68
Dummy8,2017,-113.5,-7.5,OFS,12451.45
Dummy8,2017,-112.5,3.5,DEL,877520.82
Dummy8,2017,-112.5,18.5,DEL,236170.87
Dummy8,2017,-112.5,19.5,DEL,224770.37
Dummy8,2017,-110.5,3.5,OFS,191461.99
Dummy8,2017,-110.5,12.5,DEL,257961.24
Dummy8,2017,-108.5,-5.5,OFS,150521.25
Dummy8,2017,-108.5,16.5,DEL,163502.91
Dummy8,2017,-108.5,18.5,DEL,212732.32
Dummy8,2017,-107.5,13.5,DEL,300954.78
Dummy8,2017,-107.5,23.5,NOA,463334.6
Dummy8,2017,-106.5,9.5,DEL,930703.9
Dummy8,2017,-105.5,16.5,DEL,163502.91
Dummy8,2017,-104.5,-2.5,DPL,15049336.52
Dummy8,2017,-103.5,0.5,DPL,9884227.15
Dummy8,2017,-102.5,-3.5,OFS,261635.24
Dummy8,2017,-102.5,-0.5,DPL,1903350.21
Dummy8,2017,-99.5,-0.5,DPL,3808279.23
Dummy8,2017,-99.5,12.5,DEL,398873.1
Dummy8,2017,-98.5,4.5,OFS,747707.76
Dummy8,2017,-98.5,5.5,OFS,513018.83
Dummy8,2017,-97.5,1.5,OFS,1404364.45
Dummy8,2017,-95.5,-4.5,DPL,2961611.02
Dummy8,2017,-95.5,0.5,DPL,3020077.6
Dummy8,2017,-94.5,-13.5,OFS,725425.86
Dummy8,2017,-94.5,12.5,DEL,123832.17
Dummy8,2017,-93.5,11.5,DEL,509668.06
Dummy8,2017,-92.5,3.5,OFS,106461.1
Dummy8,2017,-91.5,-7.5,DEL,686705.67
Dummy8,2017,-90.5,-10.5,DPL,1541054.15
Dummy8,2017,-90.5,1.5,DPL,8517594.76
Dummy8,2017,-90.5,2.5,OFS,3605088.01
Dummy8,2017,-90.5,8.5,DEL,54500.97
Dummy8,2017,-89.5,-5.5,OFS,301759.24
Dummy8,2017,-89.5,-1.5,DPL,5137861.63
Dummy8,2017,-88.5,-5.5,OFS,1530057.53
Dummy8,2017,-88.5,-0.5,DPL,4200374.22
Dummy8,2017,-88.5,0.5,DPL,5941216.64
Dummy8,2017,-86.5,-1.5,DPL,8119984.22
Dummy8,2017,-86.5,0.5,DEL,427783.86
Dummy8,2017,-86.5,0.5,DPL,6089988.17
Dummy8,2017,-85.5,1.5,NOA,253314.19
Dummy8,2017,-84.5,-12.5,OFS,302328.71
Dummy8,2017,-83.5,-13.5,OFS,544061
Dummy8,2017,-83.5,-11.5,DPL,3233329.2
Dummy8,2017,-83.5,3.5,OFS,1368356
Dummy8,2017,-78.5,-17.5,DPL,8292957.21
Dummy8,2017,-77.5,-18.5,DPL,24560007.66
Dummy8,2017,-77.5,-14.5,NOA,435800.75
Dummy8,2017,-73.5,-17.5,DPL,4059992.11
Dummy9,2017,-144.5,-4.5,OFS,1818760.15
Dummy9,2017,-143.5,-9.5,OFS,617267.45
Dummy9,2017,-140.5,5.5,DEL,56287.35
Dummy9,2017,-139.5,-1.5,OFS,1533405.95
Dummy9,2017,-139.5,0.5,DPL,3597320.12
Dummy9,2017,-137.5,0.5,DPL,8810143.12
Dummy9,2017,-135.5,-4.5,OFS,651399.84
Dummy9,2017,-132.5,-6.5,DPL,31801786.46
Dummy9,2017,-130.5,13.5,DEL,1088540.8
Dummy9,2017,-125.5,12.5,DEL,1723313.08
Dummy9,2017,-123.5,-1.5,DPL,1868988.17
Dummy9,2017,-123.5,-0.5,DPL,14082680.24
Dummy9,2017,-122.5,-0.5,DPL,8337768.57
Dummy9,2017,-122.5,2.5,DEL,204336.7
Dummy9,2017,-122.5,2.5,NOA,337868.9
Dummy9,2017,-120.5,-2.5,DPL,2803482.26
Dummy9,2017,-119.5,5.5,OFS,418515.49
Dummy9,2017,-116.5,-0.5,DPL,2598935.65
Dummy9,2017,-115.5,16.5,DEL,85987.08
Dummy9,2017,-114.5,18.5,DEL,71655.9
Dummy9,2017,-113.5,13.5,DEL,260778.38
Dummy9,2017,-112.5,23.5,DEL,930703.9
Dummy9,2017,-111.5,20.5,DEL,549297.485
Dummy9,2017,-110.5,-8.5,OFS,305697.77
Dummy9,2017,-110.5,-6.5,OFS,270199.41
Dummy9,2017,-110.5,-1.5,DPL,16135781.29
Dummy9,2017,-110.5,4.5,OFS,43524.88
Dummy9,2017,-110.5,8.5,DEL,71655.9
Dummy9,2017,-109.5,4.5,OFS,642244.03
Dummy9,2017,-109.5,5.5,OFS,294082.41
Dummy9,2017,-109.5,11.5,DEL,326938.72
Dummy9,2017,-109.5,17.5,DEL,908349.5
Dummy9,2017,-108.5,0.5,DPL,2503449.92
Dummy9,2017,-108.5,12.5,DEL,347500.95
Dummy9,2017,-107.5,0.5,DPL,15701144.61
Dummy9,2017,-107.5,20.5,DEL,53183.08
Dummy9,2017,-106.5,4.5,NOA,108812.2
Dummy9,2017,-106.5,21.5,DEL,2180038.8
Dummy9,2017,-105.5,21.5,DEL,132957.7
Dummy9,2017,-104.5,16.5,DEL,90834.95
Dummy9,2017,-103.5,-1.5,OFS,231757.08
Dummy9,2017,-103.5,2.5,DPL,11817242.23
Dummy9,2017,-103.5,10.5,DEL,981017.46
Dummy9,2017,-102.5,-3.5,OFS,580929.2
Dummy9,2017,-100.5,1.5,DPL,2253593.98
Dummy9,2017,-99.5,-2.5,DPL,21001871.12
Dummy9,2017,-99.5,2.5,OFS,381749.7
Dummy9,2017,-98.5,1.5,OFS,90907.43
Dummy9,2017,-97.5,0.5,DPL,18551.64
Dummy9,2017,-97.5,7.5,DEL,983886.98
Dummy9,2017,-96.5,-6.5,OFS,285577.66
Dummy9,2017,-96.5,6.5,DEL,558422.34
Dummy9,2017,-96.5,10.5,NOA,1196619.3
Dummy9,2017,-95.5,-2.5,DEL,114649.44
Dummy9,2017,-95.5,1.5,NOA,404774.08
Dummy9,2017,-95.5,9.5,DEL,114649.44
Dummy9,2017,-94.5,2.5,OFS,1724849.92
Dummy9,2017,-93.5,9.5,DEL,3210184.32
Dummy9,2017,-93.5,13.5,DEL,236406.87
Dummy9,2017,-92.5,-1.5,DPL,3778637.615
Dummy9,2017,-90.5,-3.5,DPL,4069055.56
Dummy9,2017,-88.5,-1.5,DPL,4942334.36
Dummy9,2017,-88.5,7.5,DEL,327005.82
Dummy9,2017,-87.5,-12.5,OFS,264276.6
Dummy9,2017,-87.5,-4.5,DPL,1315907.72
Dummy9,2017,-86.5,1.5,DPL,8362295.51
Dummy9,2017,-85.5,-11.5,OFS,1940577.6
Dummy9,2017,-85.5,-0.5,DPL,3199293.03
Dummy9,2017,-84.5,-15.5,OFS,51104.85
Dummy9,2017,-84.5,-12.5,OFS,1604278.45
Dummy9,2017,-82.5,-4.5,DPL,2228208.59
Dummy9,2017,-81.5,-20.5,DPL,5826179.46
Dummy9,2017,-80.5,-9.5,NOA,2721609.7
Dummy9,2017,-78.5,-13.5,DPL,24876958.72
Dummy9,2017,-77.5,-20.5,DPL,891215.5
Dummy10,2017,-149.5,-7.5,NOA,845685.12
Dummy10,2017,-147.5,-0.5,OFS,1810797.35
Dummy10,2017,-145.5,-6.5,NOA,1331881.09
Dummy10,2017,-145.5,2.5,DPL,11287002.39
Dummy10,2017,-145.5,2.5,OFS,5632950.67
Dummy10,2017,-144.5,-9.5,DPL,47672097.48
Dummy10,2017,-143.5,2.5,OFS,1790774.72
Dummy10,2017,-143.5,3.5,OFS,1828216.6
Dummy10,2017,-141.5,8.5,DEL,69500.19
Dummy10,2017,-139.5,9.5,DEL,286623.6
Dummy10,2017,-135.5,-5.5,OFS,342959.57
Dummy10,2017,-134.5,-0.5,DPL,3899275.1799999997
Dummy10,2017,-133.5,-5.5,OFS,100751.67
Dummy10,2017,-132.5,10.5,DEL,1489126.24
Dummy10,2017,-130.5,-3.5,OFS,708555.96
Dummy10,2017,-129.5,8.5,DEL,484071.21
Dummy10,2017,-128.5,7.5,OFS,736130.78
Dummy10,2017,-127.5,-0.5,DPL,29310023.35
Dummy10,2017,-127.5,7.5,DEL,607903.38
Dummy10,2017,-124.5,-0.5,DPL,958388.07
Dummy10,2017,-124.5,10.5,DEL,163502.91
Dummy10,2017,-117.5,4.5,OFS,176908.1
Dummy10,2017,-115.5,6.5,OFS,220242.64
Dummy10,2017,-115.5,11.5,DEL,23166.73
Dummy10,2017,-115.5,21.5,DEL,404362.53
Dummy10,2017,-114.5,-12.5,OFS,210876.83
Dummy10,2017,-114.5,-0.5,DPL,16204587.58
Dummy10,2017,-114.5,12.5,DEL,22514.94
Dummy10,2017,-113.5,-1.5,DPL,3594954.06
Dummy10,2017,-112.5,11.5,DEL,162167.11
Dummy10,2017,-112.5,16.5,DEL,163502.91
Dummy10,2017,-112.5,21.5,DEL,354814.09
Dummy10,2017,-111.5,5.5,OFS,159039.45
Dummy10,2017,-111.5,17.5,DEL,53183.08
Dummy10,2017,-110.5,13.5,DEL,72667.96
Dummy10,2017,-110.5,14.5,DEL,281436.75
Dummy10,2017,-109.5,24.5,DEL,1356168.54
Dummy10,2017,-107.5,4.5,OFS,106563.01
Dummy10,2017,-107.5,16.5,DEL,1348622.22
Dummy10,2017,-107.5,22.5,DEL,214967.7
Dummy10,2017,-106.5,1.5,DPL,4998370.61
Dummy10,2017,-104.5,-5.5,NOA,895651.2
Dummy10,2017,-103.5,1.5,DPL,18298048.79
Dummy10,2017,-103.5,5.5,OFS,570342.09
Dummy10,2017,-102.5,8.5,DEL,112574.7
Dummy10,2017,-101.5,8.5,DEL,1778208.5
Dummy10,2017,-100.5,5.5,OFS,822260.11
Dummy10,2017,-99.5,-12.5,OFS,303235.14
Dummy10,2017,-99.5,5.5,OFS,658757.2
Dummy10,2017,-99.5,7.5,DEL,1462534.7
Dummy10,2017,-98.5,-3.5,DPL,3881551.14
Dummy10,2017,-97.5,7.5,DEL,159549.24
Dummy10,2017,-96.5,-0.5,DPL,531567.46
Dummy10,2017,-96.5,9.5,DEL,61301.01
Dummy10,2017,-95.5,-0.5,DPL,2462556.7
Dummy10,2017,-94.5,-4.5,OFS,56772.85
Dummy10,2017,-94.5,0.5,DPL,1818501.43
Dummy10,2017,-94.5,6.5,DEL,184428.44
Dummy10,2017,-93.5,-5.5,DPL,1889213.45
Dummy10,2017,-92.5,2.5,DEL,899081.48
Dummy10,2017,-91.5,10.5,DEL,1328188.55
Dummy10,2017,-89.5,-6.5,NOA,264276.6
Dummy10,2017,-88.5,-4.5,DPL,21696544.48
Dummy10,2017,-88.5,-1.5,DPL,1939423.75
Dummy10,2017,-88.5,8.5,DEL,1992034.02
Dummy10,2017,-87.5,-9.5,DEL,33772.41
Dummy10,2017,-86.5,-5.5,DPL,3354358.26
Dummy10,2017,-84.5,-12.5,OFS,39234.08
Dummy10,2017,-83.5,-11.5,OFS,391723.92
Dummy10,2017,-82.5,-12.5,OFS,1492752
Dummy10,2017,-81.5,-16.5,NOA,439461.67
Dummy10,2017,-81.5,-4.5,NOA,996116
Dummy10,2017,-80.5,-13.5,NOA,398446.4
Dummy10,2017,-78.5,-13.5,NOA,2129197.95
Dummy10,2017,-73.5,-21.5,DPL,473578.71
Dummy10,2017,-73.5,-18.5,DPL,7739197.98
