url,name,activity,Beam,Business Address,Call sign,Carrying capacity (t),Company,Depth,Engine power (HP),Fish hold volume (m3),Fish hold volume confirmation date,Flag,Gear,Gross tonnage,IATTC Vessel Number,IMONO,Length,Managing Company,Managing Company Address,Notes,Port of registration,Previous Flag,Previous name,Registration number,Shipyard,Year built
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=15674&Lang=en,Costa Del Sol,Authorized to fishActive,7.92,Av. Manuel Villavicencio N° 1045Distrito de LinceProvincia y Departamento de LimaPerú,OA-2091,280,Inversiones Pesqueras Liguria S.A.C.,4.2,1300,350,1 Jan 2017,Peru,Purse seine,392,15674,9120487,46.57,"Inversiones Pesqueras Liguria, S.A.C.",Av. Manuel Villavicencio N° 1045Distrito de LinceProvincia y Departamento de LimaPerú,NA,Callao,NA,NA,CO-15311-PM,NA,1995
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=15675&Lang=en,Caracol,Authorized to fishActive,7.92,Av. Manuel Villavicencio N° 1045Distrito de LinceProvincia y Departamento de LimaPerú,OA-2093,280,Inversiones Pesqueras Liguria S.A.C.,4.2,1300,350,1 Jan 2017,Peru,Purse seine,392,15675,9122992,46.57,"Inversiones Pesqueras Liguria, S.A.C.",Av. Manuel Villavicencio N° 1045Distrito de LinceProvincia y Departamento de LimaPerú,NA,Callao,NA,NA,CO-15313-PM,NA,1995
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=15833&Lang=en,Titis,Authorized to fishActive,13.65,"Av. Puerto de Mazatlan 406 Interior FCol. Alfredo V. Bonfil82050 Mazatlán,  SinaloaMéxico",XCAN7,1177,"Pesca Azteca, S.A. de C. V.",8.67,5071,1648,29 Oct 2014,Mexico,Purse seine,2042,15833,9685592,79.05,NA,"Av. Puerto de Mazatlan 406 Interior FCol. Alfredo V. Bonfil82050 Mazatlan, SinaloaMexico",NA,Mazatlan,NA,NA,2503301833-4,Astilleros Armon Vigo S.A.,2014
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=15911&Lang=en,Marujita,Authorized to fishActive,10.41,Parroquia Leónidas ProañoSector MonterrokeMz I entre Segunda y TerceraMantaEcuador,NA,389,Ecufish S.A.,5.21,1650,"161   (Total capacity: 544m3. Sealed well(s): P2, P3, P5, S2, S3, S4, S5.)",29 Jan 2019,Ecuador,Purse seine,855,15911,7043960,49,NA,NA,NA,Manta,NA,NA,P-04-00957,Astilleros Maritima de Axpe,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=15944&Lang=en,Sisargas,Authorized to fishActive,13.65,"Avenida 47 Norte, Condomino Metro 2000Local B-014San SalvadorRepublic of El Salvador",YS2018,1235,"Uniocean El Salvador, S.A. de C.V.",8.68,5500,1729,3 Mar 2015,El Salvador,Purse seine,1914,15944,9698551,79.8,NA,47 Avenida NorteCondominio metro 2000Local b14San SalvadorEl Salvador,NA,La Union,United States - Change to El Salvador effective on 26 Apr 2018 (recorded on 26 Sep 2018)  - Vessel name at time of change:  Cape Ann,Cape Ann - Change to Sisargas effective on 4 May 2018 (recorded on 26 Sep 2018)  - Flag at time of change: El Salvador,ESA-07580,Gijón Asturias,2015
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=15962&Lang=en,Manzanillo,Authorized to fishActive,13.65,"Calle Central Oriente No. 5Parque IndustrialFrancisco Ramírez Villarreal28219 Manzanillo, ColimaMéxico",XCAQ9,1177,"Martuna, S.A. de C.V.",5.9,4931,1648,29 Apr 2015,Mexico,Purse seine,2042,15962,9685310,79.5,NA,"Calle Hamburgo 241Colonia JuárezDelegación Cuauhtémoc, C.P. 06600México, Distrito Federal",NA,Manzanillo,NA,NA,0601200033-7,Gijón Asturias,2014
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=15991&Lang=en,Masai,Authorized to fishActive,8.8,Vía Daule Km 7.5S/N Guayaquilprovincia GuayasEcuador,V30C6,204,"Copertsa, S.A.",3.6,1400,285,1 Jan 2017,Ecuador,Purse seine,602,15991,7410216,55.66,NA,NA,NA,Manta,NA,NA,P-04-00947,"Miho Shipyard Company, Ltd.",1974
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16001&Lang=en,Buena Ventura,Authorized to fishActive,5.51,"1250 Santa Barbara StreetSan Diego, CA 92107United States",WDI4878,45,Pac Horizon Incorporated,2.22,400,63,1 Jan 2017,United States,Purse seine,43,16001,NA,17.89,NA,NA,NA,Los Angeles,NA,NA,CF2159VH,NA,1979
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16113&Lang=en,El Duque,Authorized to fishActive,13.65,"Calzada San Bartolo Naucalpan #360Arg. Poniente Del. Miguel HidalgoEnsenada, B.C. 22890México",XCAV2,1177,"Hersea, S.A. de C.V.",5.9,5000,1648,11 Mar 2016,Mexico,Purse seine,2042,16113,9766102,79.05,"Hersea, S.A. de C.V.","Calzada San Bartolo Naucalpan #360Arg. Poniente Del. Miguel HidalgoEnsenada, B.C. 22890México",NA,Puerto Chiapas,NA,NA,0701B65033-8,Astilleros Armon Vigo S.A.,2015
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16228&Lang=en,Eten Diez,Authorized to fishActive,8.7,Calla Padre Guatemala No. 218 Urb. MarangaDistrito de San MiguelProvincia y departamento de LimaPerú,NA,250,"Pesquera Majat, S.A.C.",4.25,775,350,1 Jan 2017,Peru,Purse seine,500,16228,6930611,53.95,"Pesquera Majat, S.A.C.",Calla Padre Guatemala No. 218 Urb. MarangaDistrito de San MiguelProvincia y departamento de LimaPerú,NA,Huacho,NA,NA,HO-38087-PM,NA,1969
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16229&Lang=en,Huacho Cinco,Authorized to fishActive,8.7,Calla Padre Guatemala No. 218 Urb. MarangaDistrito de San MiguelProvincia y departamento de LimaPerú,NA,250,"Pesquera Majat, S.A.C.",4.25,775,350,1 Jan 2017,Peru,Purse seine,500,16229,6917281,53.95,"Pesquera Majat, S.A.C.",Calla Padre Guatemala No. 218 Urb. MarangaDistrito de San MiguelProvincia y departamento de LimaPerú,NA,Ilo,NA,NA,IO-38109-PM,NA,1972
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16239&Lang=en,Jorge Mario,Authorized to fishActive,11.1,"Kilómetro 8 1/2 via a MontecristiA 200 metros de Subcentro de ColoradoManabi, MontecristiEcuador",HC6040,566,"Pesquera Tunaquick, S.A.",7.65,1618,792,14 Sep 2016,Ecuador,Purse seine,1003,16239,7385473,56.2,NA,NA,NA,Manta,NA,NA,P-04-01011,Burceña Baracaldo,1975
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16243&Lang=en,Miranda,Authorized to fishActive,12,Via Circunvalacion Km 9 1/2MontecristiEcuador,HC6089,834,"Transmarina, C.A.",7.24,2700,1167,16 Dec 2016,Ecuador,Purse seine,1128,16243,9020182,63.51,NA,NA,NA,Manta,Japan - Change to Ecuador notified on 30 Oct 2016 (recorded on 30 Dec 2016)  - Vessel name at time of change:  Miranda,Shoyu Maru No. 18 - Change to Miranda effective on 26 Oct 2016 (recorded on 30 Dec 2016)  - Flag at time of change: Japan,P-04-01023,"Miho Shipyard Company, Ltd.",1990
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16370&Lang=en,Chaveli II,Authorized to fishActive,10,Av. Manuel Olguín No. 501 7 mo pisoDistrito de Santiago de SurcoProvincia de LimaDepartamento de LimaPerú,NA,406,"Pesquera Hayduk, S.A.",5.3,1740,568,1 Jan 2017,Peru,Purse seine,492,16370,9130080,49.15,"Pesquera Hayduk, S.A.",Av. Manuel Olguín No. 501 7 mo pisoDistrito de Santiago de SurcoProvincia de LimaDepartamento de LimaPerú,NA,Chimbote,NA,NA,CE-15259-PM,NA,1996
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=16373&Lang=en,Archipiélago de Revillagigedo,Authorized to fishActive,8.62,"Calzada Gabriel Leyva No 104Fracc. San RafaelMazatlán, SinaloaMexico",NA,118,"Productos Pesqueros de Altura del Pacifico, S.A.",4.02,800,165,17 Mar 2017,Mexico,Purse seine,240,16373,NA,32.7,NA,Cerro de la Campana #102Fracc. Lomas de MazatlánMazatlánMexico,NA,Mazatlan,NA,NA,2503318623-2,NA,2007
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17041&Lang=en,Juan Pablo II,Authorized to fishActive,14.35,"Edificio Global PlazaCalle 50, Piso 16, Oficinas G y HCiudad de PanamáPanamá",HO6883,1429,"Pacific Mercantil Tuna, S.A.",9.35,6033,2000,8 Sep 2017,Panama,Purse seine,2749,17041,9831189,89.28,NA,Av Juan Tanca Marengo y Av. José OrrantíaEdif. Executive Center Of 709 piso 7GuayaquilEcuador,442 m3 of well volume with which this vessel is operating has been loaned by Ecuador.,Panama,NA,NA,49639-TF,Astilleros Zamakona,2017
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17043&Lang=en,Andrea I,Authorized to fishActive,7.66,Av. 2 entre calles 11 y 12Edificio Banco del Pichincha #11-55Piso 9 no. Oficina 901Casilla 13-05-233MantaEcuador,HC5413,251,"Delipesca, S.A.",3.67,1050,351,10 Oct 2017,Ecuador,Purse seine,189,17043,NA,30.23,NA,NA,351 m3 of well volume with which this vessel is operating has been temporally conceded by Costa Rica.,Guayaquil,NA,NA,P-00-00591,NA,1970
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17045&Lang=en,Bernardita B,Authorized to fishActive,9.14,Km 3 1/2 Via MantaMontecristiEcuador,HC5624,282,"B & B Tune Suppliers, S.A.",4,1300,302   (Total capacity: 352m3. Sealed well(s): S3.),21 Aug 2018,Ecuador,Purse seine,373,17045,7015133,34.98,NA,NA,NA,Manta,NA,NA,P-04-00980,"Ferguson Industries, Ltd.",1970
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17199&Lang=en,Marylin II,Authorized to fishActive,10.3,Av. Manuel Olguín No. 501 7 mo pisoDistrito de Santiago de SurcoProvincia de LimaDepartamento de LimaPerú,NA,428,"Pesquera Hayduk, S.A.",5,1305,535,21 Jun 2018,Peru,Purse seine,466,17199,8693231,48,"Pesquera Hayduk, S.A.",Av. Manuel Olguín No. 501 7 mo pisoDistrito de Santiago de SurcoProvincia de LimaDepartamento de LimaPerú,NA,Chimbote,NA,NA,CE-15260-PM,NA,1996
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17214&Lang=en,Marieta,Authorized to fishActive,10,"Calle Puerto Madero #1205Col. Alfredo V. BonfilC.P. 82050 Mazatlán, SinaloaMéxico",XCBB6,583,"MT Pesca Industrial, S.A. de C.V.",6.6,800,816,10 Sep 2018,Mexico,Purse seine,928,17214,8531768,56.6,NA,"Josefa Ortiz de Dominguez No. 800MontuosaMazatlán, SinaloaMéxico",NA,Mazatlan,NA,NA,2503325933-5,Industrias Navales del Pacífico,2017
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17215&Lang=en,Atlántico,Authorized to fishActive,13.1,Calle El Salado Local Nro 32Sector Puerto Sucre CumanaSucreZona Postal 6101Venezuela,YYOK,1120,"Desarrollos Pesqueros, C.A.",8.4,5983,1321,6 Sep 2018,Venezuela,Purse seine,1905,17215,7817309,73.9,NA,NA,NA,Puerto Sucre,NA,NA,APNN-PE-0090,"Astilleros de Cadagua, S.A.",1980
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17216&Lang=en,Las Aves,Authorized to fishActive,12.8,Calle PrincipalLocal No 4Sector Puerto PesqueroCumana Estado SucreZona Postal 6101Venezuela,YYOE,1123,"Global Tuna, C.A.",8.55,3060,1483   (Total capacity: 1572m3. Sealed well(s): P1.),30 Jan 2019,Venezuela,Purse seine,1588,17216,7125108,64.6,NA,NA,NA,Cumana,NA,NA,APNN-PE-0088,"Marítima de Axpe, S.A.",1972
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=17397&Lang=en,Crystal Bay,Authorized to fishActive,7.32,"888 South Ways StreetSan Pedro, CA 90731United States",WDK7535,109,"Cal Crystal Sea, LLC",3.23,660,113,10 Apr 2019,United States,Purse seine,90,17397,NA,16.06,NA,NA,NA,San Pedro,NA,NA,1293821,Concorde Marine,2018
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=205&Lang=en,Esthercho,Authorized to fishActive,12.96,"Calle 50, URB MarbellaEdificio PH Plaza 2000, Piso 19Ciudad de PanamáPanamá",3EEO3,1000,"Mayte Business, S.A.",8.46,3000,1170,28 Apr 2005,Panama,Purse seine,1457,205,7207499,51.6,NA,NA,NA,Panama,Ecuador - Change to Panama notified on 5 Jul 2016 (recorded on 11 Jul 2016)  - Vessel name at time of change:  Esthercho,NA,33662-08-A,"Marítima de Axpe, S.A.",1972
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=208&Lang=en,Eastern Pacific,Authorized to fishActive,10.38,Sargento Vargas 112 y Malecon(Frente al Club de la Union)GuayaquilEcuador,HC5181,499,"Fish Ecuador, S.A.",5.28,NA,547,10 Jan 2006,Ecuador,Purse seine,662,208,6602240,42.59,NA,NA,NA,Guayaquil,Honduras - Change to Ecuador notified on 21 Jun 2011 (recorded on 22 Jun 2011)  - Vessel name at time of change:  Eastern Pacific,NA,P-00-00861,J.M. Martinac Shipbuilding,1965
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=220&Lang=en,Eileen,Authorized to fishActive,6.73,"10218 80th Avenue NWGig Harbor, WA 98332United States",WDC3498,84,South Sound Fisheries Incorporated,3.1,350,99,1 Jan 2017,United States,Purse seine,125,220,7201146,24.2,NA,NA,NA,Gig Harbor,NA,NA,252749,Tacoma Boat Building Company,1947
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2365&Lang=en,Balbina,Authorized to fishActive,7.62,Av. 2 entre calles 11 y 12Edificio Banco del Pichincha #11-55Piso 9 no. Oficina 901Casilla 13-05-233MantaEcuador,HC2441,150,"Delipesca, S.A.",3.04,565,217,1 Jan 2017,Ecuador,Purse seine,145,2365,6928125,30.17,NA,NA,NA,Manta,NA,NA,P-04-00445,Fabrimet S.A.,1969
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2392&Lang=en,Chasca,Authorized to fishActive,10.15,Av. 2 y Calle 12Edificio Banco del PichinchaNoveno Piso Ofic. 901MantaEcuador,NA,298,Induatun,6.87,1060,399,28 Apr 2005,Ecuador,Purse seine,486,2392,7369651,39.87,NA,NA,NA,Manta,Peru - Change to Ecuador notified on 21 Aug 2001 (recorded on 21 Aug 2001)  - Vessel name at time of change:  Chasca,NA,P-04-00692,Astilleros Navales Sima,1974
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2416&Lang=en,Fernandito,Authorized to fishActive,7.65,Av. 2 entre calles 11 y 12Edificio Banco del Pichincha #11-55Piso 9 no. Oficina 901Casilla 13-05-233MantaEcuador,HC2439,180,"Delipesca, S.A.",3.1,480,241,1 Jan 2017,Ecuador,Purse seine,153,2416,NA,27.81,NA,NA,NA,Manta,NA,NA,P-04-00444,NA,1968
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2479&Lang=en,Roberto A,Authorized to fishActive,8.6,Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,HC2861,272,"Negocios Industriales Real NIRSA, S.A.",4.27,1600,420,10 Aug 2006,Ecuador,Purse seine,311,2479,9007427,41.6,"Negocios Industriales Real (NIRSA), S.A.",Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,NA,Guayaquil,NA,NA,P-00-00740,NA,1990
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2557&Lang=en,El Dorado,Authorized to fishActive,9.98,"Carretera a Mamonal Km 8Cartagena, Colombia",NA,329,Pescatún De Colombia,4.57,1125,390,17 Jun 2005,Colombia,Purse seine,417,2557,8306242,36.57,NA,NA,NA,NA,Vanuatu - Change to Colombia notified on 15 Oct 1994 (recorded on 15 Oct 1994)  - Vessel name at time of change:  El Dorado,NA,MC-05-0491,Campbells Industries,1983
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2647&Lang=en,Gabriela A,Authorized to fishActive,8.53,Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,HC2860,272,"Negocios Industriales Real NIRSA, S.A.",4.26,1100,420,10 Aug 2006,Ecuador,Purse seine,420,2647,9007403,41.45,"Negocios Industriales Real (NIRSA), S.A.",Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,NA,Guayaquil,NA,NA,P-00-00738,NA,1991
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2671&Lang=en,Killa,Authorized to fishActive,10.15,Av. 2 y Calle 12Edificio Banco del PichinchaNoveno Piso Ofic. 901MantaEcuador,HC4290,297,Induatun,4.6,NA,399,28 Apr 2005,Ecuador,Purse seine,486,2671,7369649,39.87,NA,NA,NA,Manta,Peru - Change to Ecuador notified on 8 Jun 2000 (recorded on 8 Jun 2000)  - Vessel name at time of change:  Killa,NA,P-04-00667,Astilleros Pisca,1974
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2698&Lang=en,Patricia Lynn,Authorized to fishActive,8.53,Av. Simón Bolívar Km 4 No. 22-88Buenaventura y Cra. 6 No. 29-30CaliColombia,NA,227,Agropesquera Industrial Bahía Cupica Ltda. C.I.,3.65,750,270,1 Jan 2017,Colombia,Purse seine,251,2698,8949513,32.91,"Pesquera Del Pacifico Oriental, S.A.",Trump Ocean Club OfficeTower Floor 2 Office 2-15Ciudad de PanamaPanama,NA,Buenaventura,Unknown - Change to Colombia notified on 31 Mar 2001 (recorded on 31 Mar 2001)  - Vessel name at time of change:  Patricia Lynn,NA,MC-01-0499,Marco Marine,1981
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2797&Lang=en,Jo Linda,Authorized to fishActive,9.13,Barrio La Ensenadita y Calle #4MantaEcuador,HC5601,300,"Elvayka Kyoei, S.A.",6.53,1368,407,13 Apr 2010,Ecuador,Purse seine,538,2797,7202293,45.5,NA,NA,NA,Manta,Vanuatu - Change to Ecuador notified on 11 May 2010 (recorded on 19 May 2010)  - Vessel name at time of change:  Jo Linda,Sun Hilarita - Change to Jo Linda notified on 12 Oct 1957 (recorded on 12 Oct 1957)  - Flag at time of change: United States,P-04-00963,Avondale Marine Ways Incorporation,1946
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=28&Lang=en,Romeo,Authorized to fishActive,7,"P.O. Box 1305186Manta, Ecuador",HC5354,76,NA,3.05,NA,125,1 Jan 2017,Ecuador,Purse seine,132,28,NA,16.15,NA,NA,NA,NA,NA,Pancho V - Change to Romeo notified on 23 May 1993 (recorded on 23 May 1993)  - Flag at time of change: Ecuador,P-04-00261,NA,1966
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2806&Lang=en,Southern Queen,Authorized to fishActive,7.8,"Km 4 y medio via MantaPortoviejo al Lado De Gasolinera PrimaxMontecristi, Ecuador",HC2304,209,Buehs Bowen Daniel Roberto,4.05,850,292,14 Dec 2012,Ecuador,Purse seine,302,2806,7309003,36.8,NA,NA,NA,Manta,Mexico - Change to Ecuador notified on 19 Feb 1995 (recorded on 19 Feb 1995)  - Vessel name at time of change:  Sanbros I,Sanbros I - Change to Southern Queen notified on 19 Feb 1995 (recorded on 19 Feb 1995)  - Flag at time of change: Mexico,P-04-00408,Tacoma Boat Works,1976
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2845&Lang=en,Ferrigno Boy,Authorized to fishActive,7.22,"10500 NE 8th Street, Suite 1888Bellevue, WA 98004-8631United States",WDG8537,127,"Ferrigno Boy Fishing, LP",3.84,750,149,1 Jan 2017,United States,Purse seine,122,2845,7940376,21.21,"Ferrigno Boy Fishing, LP","10500 NE 8th Street, Suite 1888Bellevue, WA 98004-8631United States",NA,Los Angeles,NA,NA,602455,American Seacraft Incorporated,1978
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2878&Lang=en,Tizoc,Authorized to fishActive,8.3,"Emilio Barragán 1010Col. Montuosa C.P. 82030 Mazatlán, SinaloaMexico",XCKC,200,"Pesca Industrial Atunera de Altura, S.A. de C.V.",4,1125,240,28 Apr 2005,Mexico,Purse seine,209,2878,8030142,37.8,NA,"Av. Cruz Lizarraga1000 Int. 307 TelleriaMazatlán, SinaloaMexico",NA,Mazatlan,NA,NA,0201432333-5,H. J. Barreras,1982
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=2929&Lang=en,Doña Nancy,Authorized to fishActive,7.97,Calle 14 s/n entre ave. 21 y 22frente a Distribuldora Marcos MarchanMantaEcuador,HG2470,201,"Aleta Amarilla, S.A.",3.9,850,281,19 Aug 2016,Ecuador,Purse seine,207,2929,NA,35.94,NA,NA,NA,Guayaquil,NA,Miriam - Change to Doña Nancy notified on 6 Mar 2012 (recorded on 29 Mar 2012)  - Flag at time of change: Ecuador,P-00-00506,Mitchel D. Pares,1976
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3010&Lang=en,El Marquez,Authorized to fishActive,10.15,NA,V3AJ2,415,Mantaraya Fishing Corporation,4.57,960,486,28 Apr 2005,Panama,Purse seine,650,3010,7515652,41.48,NA,NA,NA,NA,Belize - Change to Panama notified on 21 Jul 2003 (recorded on 8 Aug 2003)  - Vessel name at time of change:  Don Italo,Don Italo - Change to El Marquez notified on 30 Dec 2003 (recorded on 4 Jan 2004)  - Flag at time of change: Panama,31377-GE,Dockworth Steel Boats,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3028&Lang=en,Rey Azul,Authorized to fishActive,7.57,Ciudad QuitoEn la 10 de Agosto y 10 de DiciembreClub Las Palmas Local 3MantaEcuador,HC4141,142,"Newenergy CIA, Ltd.",4.02,565,142,1 Jan 2017,Ecuador,Purse seine,135,3028,7804273,28.6,NA,NA,NA,Manta,Belize - Change to Ecuador notified on 13 Jun 1999 (recorded on 13 Jun 1999)  - Vessel name at time of change:  Maria Antonieta,Danilo C - Change to Rey Azul effective on 11 Mar 2019 (recorded on 17 Apr 2019)  - Flag at time of change: Ecuador,P-04-00604,Astilleros Monarca S.A.,1983
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3031&Lang=en,Rafa A,Authorized to fishActive,8.53,Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,HC2870,181,"Negocios Industriales Real NIRSA, S.A.",4.26,1200,357,10 Aug 2006,Ecuador,Purse seine,268,3031,8818348,41.75,"Negocios Industriales Real (NIRSA), S.A.",Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,NA,Guayaquil,NA,Maria Del Carmen - Change to Rafa A notified on 6 Dec 2005 (recorded on 11 Apr 2006)  - Flag at time of change: Ecuador,P-00-00727,NA,1989
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3058&Lang=en,Saint Joseph,Authorized to fishActive,6.7,"38165 Mara Kaibo Circle WestPalm Springs, CA 92264United States",WDC6883,63,St. Joseph Incorporated,2.77,500,88,1 Jan 2017,United States,Purse seine,70,3058,8886008,19.17,NA,NA,NA,Los Angeles,NA,NA,633570,George's Boat Works,1981
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3067&Lang=en,San Pedro Pride,Authorized to fishActive,7.46,"1548 Plymouth LaneSan Pedro, CA 90732United States",WCW8349,104,San Pedro Pride Incorporated,3.74,440,122,1 Jan 2017,United States,Purse seine,148,3067,7513410,24.26,NA,NA,NA,Los Angeles,NA,NA,549506,Toche Enterprise Incorporated,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3070&Lang=en,Don Antonio,Authorized to fishActive,7.64,Barrio La Ensenadita y Calle #4MantaEcuador,HC2750,193,"Elvayka Kyoei, S.A.",3.8,850,270,26 Jan 2010,Ecuador,Purse seine,302,3070,8647969,38.91,NA,NA,NA,Guayaquil,NA,NA,P-00-00627,Andina de Desarrollo S.A.,1979
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3109&Lang=en,Maranatha I,Authorized to fishActive,8.83,"Insurgente S/N Col. López MateosMazatlán, SinaloaMéxico",XCBC6,180,"Atunes y Sardinas de México, S.A. de C.V.",3.96,750,234,15 May 2006,Mexico,Purse seine,227,3109,8120088,32.91,NA,NA,NA,Ensenada,NA,Nair III - Change to Maranatha I notified on 28 Aug 2018 (recorded on 29 Aug 2018)  - Flag at time of change: Mexico,2503186533-1,Marco Marine,1981
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3112&Lang=en,Cape Blanco,Authorized to fishActive,7.62,"10500 NE 8th Street, Suite 1888Bellevue, WA 98004-8631United States",WDE7758,145,"Cape Blanco Fishing, LP",3.93,940,170,1 Jan 2017,United States,Purse seine,176,3112,8886618,22.31,"Cape Blanco Fishing, LP","10500 NE 8th Street, Suite 1888Bellevue, WA 98004-8631United States",NA,Los Angeles,NA,Donna B - Change to Cape Blanco notified on 29 Jun 2009 (recorded on 4 Jan 2010)  - Flag at time of change: United States,648720,Peacock Boat Company Incorporation,1982
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3139&Lang=en,Doña Roge,Authorized to fishActive,10.51,"Barrio La EnsenaditaCalle 4 S/N Edificio IberopescaManabi, MantaEcuador",HC4301,655,Pesquera Doña Roge S.A.,7.28,2922,917,25 Feb 2015,Ecuador,Purse seine,973,3139,7005279,56.97,NA,NA,NA,Manta,NA,NA,P-04-00697,Paceco S.A.,1969
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3151&Lang=en,El Rey,Authorized to fishActive,12.19,"Carretera a Mamonal Km 8Cartagena, Colombia",HKRZ,998,Pescatún De Colombia,4.87,3600,1152,17 Jun 2005,Colombia,Purse seine,881,3151,7313535,59.74,NA,NA,NA,NA,Vanuatu - Change to Colombia notified on 4 Sep 1993 (recorded on 4 Sep 1993)  - Vessel name at time of change:  El Rey,King Oscar - Change to El Rey notified on 8 Nov 1980 (recorded on 8 Nov 1980)  - Flag at time of change: United States,MC-05-0479,Campbells Industries,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3160&Lang=en,North Queen,Authorized to fishActive,8.83,Av 6Entre calle 15 y calle 16MantaEcuador,HC2602,230,Shell Fish,4.26,NA,257,1 Jan 2017,Ecuador,Purse seine,282,3160,7437604,35.96,NA,NA,NA,Manta,United States - Change to Ecuador notified on 24 May 1979 (recorded on 24 May 1979)  - Vessel name at time of change:  North Queen,NA,P-04-00232,NA,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3166&Lang=en,Eileen Marie,Authorized to fishActive,9.15,Cdla. Las AcaciasCalle 17  N° 36-13 y Ave. 37MantaEcuador,HC4568,434,"Geopaxi, S.A.",6.15,2134,607,19 Dec 2011,Ecuador,Purse seine,701,3166,8869488,51.6,NA,NA,NA,Manta,Colombia - Change to Ecuador notified on 7 May 2003 (recorded on 13 Jun 2003)  - Vessel name at time of change:  Eillen Marie,Eillen Marie - Change to Eileen Marie notified on 7 May 2003 (recorded on 7 May 2003)  - Flag at time of change: Colombia,P-04-00753,Dockworth Steel Boats,1982
